Name,Address,RATING,CURRENT,RISK
Target,7200 Dodge St,EXCELLENT,12/14/18,HIGH
Target Store T2010,6636 N 73rd Plaza,EXCELLENT,10/2/18,MEDIUM
Taste of India,3572 Leavenworth,FAIR,1/7/19,HIGH
TASTE OF THAILAND,15712 W CENTER RD,EXCELLENT,8/15/18,HIGH
Tasty Bakery,2527 N 72 St,STANDARD,,MEDIUM
TASTY PASTRY,5423 LEAVENWORTH ST,STANDARD,1/22/19,MEDIUM
TATTOO BOB'S BAR-B-Q (MOBILE),7768 CASS ST,EXCELLENT,12/14/18,HIGH
TAVERN 180,203 N 180 ST,STANDARD,12/18/18,HIGH
TAVERN ON Q,18010 R PLZ,EXCELLENT,1/8/19,LOW
Taxi's Grille & Bar,1822 N 120th St,EXCELLENT,9/27/18,HIGH
Tayo,8501 N 30 St,EXCELLENT,9/7/18,MEDIUM
TCBY RALSTON,5170 S 72 ST - RALSTON,EXCELLENT,10/26/18,MEDIUM
TD AMERITRADE PARK / LEVY FOODSERVICE,1200 MIKE FAHEY DR,EXCELLENT,6/16/18,MEDIUM
TEA SMITH (THE),345 N 78 ST,EXCELLENT,12/4/18,LOW
TEACHER ADMIN CENTER,3215 CUMING ST,SUPERIOR,10/15/18,HIGH
TED & WALLY'S ICE CREAM,1120 JACKSON ST,STANDARD,6/13/18,MEDIUM
TED & WALLY'S INC,6023 MAPLE ST,EXCELLENT,9/26/18,HIGH
TEL JED SOKOL AUDITORIUM,2234 S 13 ST,EXCELLENT,5/24/18,LOW
TERIYAKI EXPRESS,9763 Q ST,EXCELLENT,12/12/18,HIGH
TERIYAKI EXPRESS,5015 S 24th St,STANDARD,9/21/18,HIGH
TEXAS ROADHOUSE,520 N 155 PLZ,EXCELLENT,1/7/19,HIGH
THAI ESARN CUISINE,555 N 155 PLZ,EXCELLENT,11/27/18,HIGH
THAI HOUSE,2101 N 120 ST STE C5,EXCELLENT,9/25/18,HIGH
THAI KITCHEN,16909 LAKESIDE HILLS,EXCELLENT,8/21/18,HIGH
THAI PEPPER,631 N 114 ST,EXCELLENT,11/15/18,HIGH
THAI SPICE,2933 N 108 ST,EXCELLENT,8/16/18,HIGH
The Bull and the Bear,11341 Davenport St,STANDARD,8/29/17,LOW
The Good Life Sports Bar & Grill at Indian Creek , 20231 Manderson St  Ste 108 ,EXCELLENT,12/3/18,HIGH
Therapy Bar & Grill,5059 S 108th ST,EXCELLENT,1/7/19,HIGH
THINK CAF�,7100 W CENTER RD,EXCELLENT,1/17/19,HIGH
THIRST-TEA CAF�,200 S 31 AVE STE 4105,EXCELLENT,7/20/18,LOW
Three Amigas,346 N 76th St,EXCELLENT,7/19/18,HIGH
THUNDERHEAD BREWING TAPROOM,13304 W CENTER RD STE 126,EXCELLENT,11/14/18,MEDIUM
Tienda Maya, 2910 K St  Ste C ,STANDARD,6/28/18,MEDIUM
TIGER TOM'S PUB,7103 MILITARY AVE,STANDARD,8/15/18,HIGH
Timber Creek Pizza Pub & Grill,6718 S 178th St,STANDARD,10/30/18,HIGH
TIMBER WOODFIRE BISTRO,8702 PACIFIC ST,STANDARD,12/27/18,HIGH
TIME CLOCK LOUNGE,4601 S 90 ST,FAIR,11/5/18,HIGH
TIME OUT FOODS,3518 N 30 ST,EXCELLENT,7/20/18,HIGH
Tipico Helado,4443 S 13th St,STANDARD,9/14/17,MEDIUM
TIRED TEXAN BBQ,4702 S 108 ST,STANDARD,12/4/18,HIGH
Tixteco Mexican Restaurant,2216 S 16th St,eXCELLENT,11/7/18,HIGH
TLC / DOWNHOME FOOD,4724 N 24 ST,STANDARD,7/24/18,MEDIUM
TNT Walking Tacos, 940 N 204th Ave  Ste 260 ,EXCELLENT,8/8/18,MEDIUM
Tobacco & Phones 4 Less,2014 L ST,FAIR,12/20/18,MEDIUM
Tobacco & Phones 4 Less,6000 Grover ST,STANDARD,1/26/18,MEDIUM
Tobacco & Phones 4 Less,4420 S 24th ST,STANDARD,2/13/18,MEDIUM
Tobacco & Phones 4 Less,4429 California ST,STANDARD,10/6/17,LOW
Tobacco & Phones 4 Less,7210 Harrison St,FAIR,5/18/18,MEDIUM
Tobacco & Phones 4 Less,7204 Blondo ST,STANDARD,12/27/17,LOW
TOBACCO & PHONES 4 LESS,5444 CENTER ST,STANDARD,2/15/18,LOW
Tobacco & Phones 4 Less,7205 Lawndale DR,FAIR,3/12/18,LOW
Tobacco & Phones 4 Less,4725 S 77th AVE -RALSTON,STANDARD,10/26/18,LOW
Tobacco 4 Less,8928 Maple ST,STANDARD,3/15/18,MEDIUM
Tobacco 4 Less,3402 S 42nd ST,STANDARD,8/2/18,MEDIUM
Tobacco 4 Less,4108 Dodge ST,STANDARD,5/2/18,LOW
Tobacco Hut #1,5826 Maple ST,EXCELLENT,11/28/18,LOW
Tobacco Hut #15,5434 N 103rd,STANDARD,10/2/17,LOW
Tobacco Hut #19,6206 AMES AVE,STANDARD,8/28/17,LOW
Tobacco Phones for Less,10780 Q ST,FAIR,10/17/17,LOW
Tobacco Road Discount,1414 S Saddle Creek RD,STANDARD,3/20/18,LOW
TOKYO SUSHI,1215 HOWARD ST,FAIR,9/24/18,HIGH
Tom's Live Market,4823 S 27th St,STANDARD,8/8/18,HIGH
Top Nails,2914 S 84th St,STANDARD,7/17/18,MEDIUM
TOPPERS PIZZA,7010 DODGE ST,EXCELLENT,3/28/18,MEDIUM
TOPPERS PIZZA,741 N 114 ST,EXCELLENT,7/13/18,MEDIUM
TOUCH OF CLASS,11220 FORT ST,EXCELLENT,2/22/18,LOW
TOWNE PLACE SUITES BY MARRIOTT,10865 W DODGE RD,EXCELLENT,2/27/18,MEDIUM
TOYS 'R' US,3435 OAKVIEW DR,EXCELLENT,10/31/17,LOW
Tquila,3050 L ST,EXCELLENT,9/19/18,LOW
TRACKS LOUNGE,1506 S 60 ST,EXCELLENT,1/9/19,HIGH
TRADER JOE'S #719,10305 PACIFIC ST,EXCELLENT,8/8/18,MEDIUM
TRANQUILITY ICE PLEX,12550 W MAPLE RD,STANDARD,1/14/19,MEDIUM
TRAP ROOM (THE),733 N 14 ST,EXCELLENT,10/23/17,LOW
TRAVEL DESIGN LOUNGE,16950 Wright PLZ STE 151,EXCELLENT,10/30/18,LOW
TRAVIS MERCHANTS OF VENICE,26402 W CENTER RD-WATERLOO,STANDARD,7/11/18,MEDIUM
Treat America @ Ag Processing,12700 W Dodge RD,EXCELLENT,7/23/18,HIGH
Treat America @ World Herald,1314 Douglas ST,EXCELLENT,7/19/18,HIGH
Treat America Food Services/OPPD Energy,444 S 16th St Mall,EXCELLENT,10/1/18,HIGH
Treat America Food Services/Physicians Mutual,2600 Dodge ST,EXCELLENT,8/16/18,MEDIUM
Treat America/West Corporation,11808 Miracle Hills DR,EXCELLENT,7/17/18,HIGH
Treat America@ACI,6060 Coventry DR,STANDARD,12/14/18,HIGH
Treat America@Lincoln Financial,8801 Indian Hills DR,STANDARD,10/24/18,HIGH
TREE TOPS RESTAURANT (ZOO),3701 S 10 ST,EXCELLENT,6/25/18,MEDIUM
TRINI'S,1020 HOWARD ST,EXCELLENT,10/11/18,HIGH
TRIO,1150 STERLING RIDGE DR,EXCELLENT,12/4/17,LOW
Tulsi Indian Groceries,2455 S 132nd St,STANDARD,10/5/18,HIGH
TURF CLUB,2404 S 60 ST,STANDARD,3/12/18,LOW
TUSSEY'S CASUAL GRILL,9229 MORMON BRIDGE PLZ,EXCELLENT,9/24/18,HIGH
TWIN PEAKS,17330 W CENTER RD,EXCELLENT,8/24/18,HIGH
TWISTED CORK BISTRO,10730 PACIFIC ST,EXCELLENT,11/20/18,HIGH
TWISTED FORK GRILL & BAR,1014 HOWARD ST,STANDARD,12/27/18,HIGH
Twisted Post Bar & Grill,14901 Industrial Rd,STANDARD,10/17/18,HIGH
TWO RIVERS CONCESSIONS,27717 F ST-WATERLOO,EXCELLENT,7/31/18,MEDIUM
UNDERWOOD BAR,4918 UNDERWOOD AVE,STANDARD,10/5/17,LOW
Union Bank & Trust Sports Complex,21015 Cumberland Dr,STANDARD,,MEDIUM
UNION PIZZERIA AND SPORTS BAR,3636 N 156 ST,STANDARD,9/11/18,HIGH
UPCHURCH ELEM,8686 S 165 ST,SUPERIOR,9/7/18,HIGH
UPSTREAM BREWING COMPANY,514 S 11 ST,EXCELLENT,1/25/19,HIGH
URBAN ABBEY,1026 JACKSON ST,EXCELLENT,4/17/18,MEDIUM
Urban Air Adventure Park,15364 Weir St,EXCELLENT,7/20/18,MEDIUM
VMertz Restaurant,1022 Howard ST,STANDARD,,MEDIUM
Valentino's,2606 S 132nd St Ste 105,EXCELLENT,3/12/18,MEDIUM
Valentino's,13805 P ST,EXCELLENT,4/16/18,MEDIUM
Valentino's Inc,5022 S 108th,EXCELLENT,7/11/18,HIGH
Valentino's Inc,5070 Leavenworth,EXCELLENT,9/27/18,MEDIUM
Valentino's Northwest,10190 Maple,EXCELLENT,11/19/18,HIGH
Valley Dairy Queen,6085 N 261st CIR - VALLEY,EXCELLENT,4/16/18,MEDIUM
VALLEY VETERAN'S CLUB,111 E FRONT ST-VALLEY,EXCELLENT,2/15/18,MEDIUM
VARIEDADES SALVADORENA,3702 Q ST,STANDARD,11/27/18,HIGH
VARSITY SPORTS CAFÉ/ROMAN COIN PIZZA,4910 DODGE ST,EXCELLENT,9/12/18,HIGH
VARSITY SPORTS CAFÉ/ROMAN COIN PIZZA,14529 F ST,EXCELLENT,10/23/18,HIGH
VARSITY SPORTS CAFÉ/ROMAN COIN PIZZA,9735 Q ST,STANDARD,6/25/18,LOW
Verdict Bar & Grill,1901 Harney ST,STANDARD,1/4/19,HIGH
VFW Post #2503,8904 Military AVE,EXCELLENT,9/28/18,HIGH
VFW Post 8334,5083 S 136th,EXCELLENT,8/2/18,HIGH
VIA FARINA,1108 S 10 ST,EXCELLENT,1/9/19,HIGH
VIC'S CORN POPPER,210 S 16 ST,EXCELLENT,12/6/18,MEDIUM
VIC'S CORN POPPER,3001 S 144 ST,STANDARD,6/7/18,LOW
VIC'S CORN POPPER,14432 W CENTER RD,EXCELLENT,6/26/18,LOW
VIC'S CORN POPPER,12100 W CENTER RD STE 112,EXCELLENT,7/5/18,LOW
VICTOR'S MEXICAN RESTAURANT,3223 Q ST,FAIR,11/26/18,HIGH
VIETNAMESE ASIAN RESTAURANT,7212 JONES ST,STANDARD,9/6/18,HIGH
VILLA LOSOLE,3018 S 32ND AVE,EXCELLENT,10/10/18,MEDIUM
VILLAGE AT PACIFIC SPRINGS THE,805 S 173 PLZ,EXCELLENT,12/14/18,HIGH
VILLAGE BAR - RALSTON,5700 S 77 ST,STANDARD,9/1/17,LOW
VILLAGE GRINDER,8706 PACIFIC ST,EXCELLENT,10/19/18,MEDIUM
VILLAGE INN #0008,4416 DODGE ST,STANDARD,12/11/18,HIGH
VILLAGE INN #0046,10770 M ST,EXCELLENT,1/2/19,HIGH
VILLAGE INN #0111,3333 N 90 ST,EXCELLENT,9/13/18,HIGH
VILLAGE INN #0131,5425 L ST,EXCELLENT,12/11/18,HIGH
VILLAGE INN #787,7837 DODGE ST,STANDARD,12/11/18,HIGH
VILLAGE INN #801,3839 N 138 ST,STANDARD,11/6/18,HIGH
VILLAGE INN #806,2525 S 180 ST,EXCELLENT,1/4/19,HIGH
VILLAGE INN #847,6607 N 72 ST,STANDARD,8/7/18,HIGH
VILLAGE POINTE CINEMA,304 N 174 ST,STANDARD,1/18/19,HIGH
VILLAGIO PIZZERIA,6922 N 102 CIR,EXCELLENT,11/8/18,MEDIUM
VINCENZO'S RISTORANTE,15701 PACIFIC ST,STANDARD,10/26/18,HIGH
VINO MAS,14450 EAGLE RUN DR STE 220,EXCELLENT,5/9/18,LOW
VIP LOUNGE,9001 ARBOR ST,STANDARD,5/8/18,LOW
VIP NUTRITION,828 PARK AVE,STANDARD,4/26/18,LOW
VIRTUOSO PIZZERIA,6056 MAPLE ST,EXCELLENT,6/19/18,MEDIUM
Vis Major Brewing,3501 Center St,EXCELLENT,7/31/18,HIGH
Vitality Bowls #093,1922 S 67th St,STANDARD,9/12/18,MEDIUM
VOODOO BAR,304 N 168TH CIR,EXCELLENT,9/28/18,LOW
VOODOO TACO,2295 S 67 ST,STANDARD,9/4/18,HIGH
WAITING ROOM (THE),6212 MAPLE ST,EXCELLENT,9/19/17,LOW
Wakonda Elementary,4845 CURTIS AVE,SUPERIOR,9/10/18,HIGH
WALGREENS - LAVISTA,8380 HARRISON ST,EXCELLENT,9/24/18,LOW
Walgreens #02472,18040 R Plaza,EXCELLENT,11/8/18,LOW
Walgreens #03186,3701 N 132nd,EXCELLENT,3/16/18,LOW
Walgreens #03202,7202 N 30th,EXCELLENT,7/17/18,LOW
Walgreens #03621,9001 Blondo,EXCELLENT,5/8/18,LOW
Walgreens #04443,9001 W Center RD,EXCELLENT,9/21/18,LOW
Walgreens #04772,3005 Lake ST,EXCELLENT,4/12/18,LOW
Walgreens #04974,5038 Center,EXCELLENT,12/29/17,LOW
Walgreens #05059,10725 Fort ST,EXCELLENT,12/8/17,LOW
Walgreens #05143,7151 Cass ST,EXCELLENT,3/1/18,LOW
Walgreens #05190,2323 L ST,EXCELLENT,11/19/18,LOW
Walgreens #05360,5062 S 155th ST,EXCELLENT,3/7/18,MEDIUM
Walgreens #05741,3001 Dodge ST,EXCELLENT,7/6/18,LOW
Walgreens #05966,2605 S 171st ST,EXCELLENT,12/29/17,LOW
Walgreens #06802,15525 Spaulding Plaza,EXCELLENT,9/15/17,LOW
Walgreens #06936,4310 Ames AVE,EXCELLENT,7/30/18,LOW
Walgreens #06962,3121 S 24th ST,EXCELLENT,2/27/18,MEDIUM
Walgreens #07272,13155 W Center RD,EXCELLENT,7/23/18,LOW
Walgreens #07563,8989 W Dodge ST,EXCELLENT,10/11/17,LOW
Walgreens #07693,225 N Saddle Creek RD,EXCELLENT,9/13/18,LOW
Walgreens #10437,5225 N 90th ST,EXCELLENT,7/16/18,LOW
Walgreens #11203,17909 Burke ST,EXCELLENT,8/16/18,LOW
Walgreens #11204,20201 Maderson ST,EXCELLENT,3/16/18,LOW
Walgreens #11205,6005 N 72nd ST,EXCELLENT,3/8/18,LOW
Walgreens #13137,13510 Q ST,EXCELLENT,1/23/19,LOW
Walgreens #15237,2929 N 60th ST,EXCELLENT,8/31/17,LOW
Walmart #3172,5051 L ST,EXCELLENT,11/14/18,MEDIUM
Walmart #4138,13105 Birch DR,EXCELLENT,9/11/18,MEDIUM
Walmart #4358,1606 S 72nd ST,EXCELLENT,11/26/18,MEDIUM
Walmart Market #3153,6710 S 167th ST,STANDARD,10/30/18,MEDIUM
Walmart Neighborhood Market,2451 N 90th ST,EXCELLENT,10/30/18,MEDIUM
Wal-Mart Neighborhood Market #4139,360 N Saddle Creek RD,EXCELLENT,9/13/18,MEDIUM
Walmart Supercenter #1637,6304 N 99th ST,EXCELLENT,5/30/18,MEDIUM
Walmart SuperCenter #3151,5018 Ames DR,EXCELLENT,5/31/18,MEDIUM
Walmart Supercenter #3267,18201 Wright ST,EXCELLENT,10/29/18,HIGH
Walmart Supercenter #5141,16960 W MAPLE RD,EXCELLENT,1/2/19,HIGH
Walmart Supercenter #5361,12850 L ST,EXCELLENT,4/2/18,MEDIUM
WALNUT GROVE RETIREMENT FAC,4901 S 153 ST,EXCELLENT,11/26/18,HIGH
Walnut Hill Elementary,4355 CHARLES ST,SUPERIOR,8/28/18,HIGH
WALT DISNEY ELEM SCHOOL,5717 S 112 ST,SUPERIOR,8/29/18,HIGH
Wamo Food Market,1604 NW Radial Hwy,STANDARD,12/7/18,HIGH
WAOO DANCING CLUB,10730 PACIFIC ST,EXCELLENT,8/11/17,LOW
WAREHOUSE (THE),15835 CW HADAN DR-BENNINGTON,EXCELLENT,8/7/18,HIGH
WASHINGTON SCHOOL,5519 MAYBERRY ST,SUPERIOR,8/21/18,HIGH
WAVE BISTRO,4002 N 144 ST,EXCELLENT,10/22/18,HIGH
Wayne's New Skool BBQ, 4865 Center St  #6 ,STANDARD,8/17/18,HIGH
WAYSIDE TAVERN,8503 MAPLE ST,STANDARD,1/10/19,MEDIUM
WEAVER LOUNGE,401 S 16 ST,EXCELLENT,11/27/17,LOW
WEIRDOUGH PIZZA,10000 CALIFORNIA ST SFC01,EXCELLENT,7/17/18,HIGH
WELL GROUNDED,707 S 24 ST,EXCELLENT,4/23/18,MEDIUM
Wendy's,4161 S 84th,EXCELLENT,12/18/18,MEDIUM
Wendy's,13430 W Maple RD,EXCELLENT,4/19/18,MEDIUM
Wendy's,4308 Dodge,EXCELLENT,7/6/18,MEDIUM
Wendy's Hamburgers #4,711 S 72nd ST,STANDARD,6/22/18,MEDIUM
Wendy's Old Fashioned Hamburgers,11920 W Center,STANDARD,9/18/18,MEDIUM
Wendy's Restaurant,12730 L ST,EXCELLENT,3/23/18,MEDIUM
WENNINGHOFF'S,6707 WENNINGHOFF RD,STANDARD,8/21/18,MEDIUM
WEST BAY ELEM,3220 S 188 AVE,SUPERIOR,11/2/18,HIGH
WEST DODGE STATION ELEM,18480 CALIFORNIA ST,SUPERIOR,11/27/18,HIGH
West End, 1529 S 203 St  Ste 1 ,STANDARD,12/11/18,HIGH
WEST LANES BOWL,151 N 72 ST,STANDARD,1/9/19,HIGH
WEST MAPLE FANTASY'S,3725 N 147 ST,STANDARD,7/24/18,MEDIUM
West Senior High,5710 S 176 AVE,SUPERIOR,10/30/18,HIGH
WESTBROOK ELEM SCHOOL,1312 ROBERTSON DR,SUPERIOR,11/20/18,HIGH
WESTERN BOWL LLC,4725 S 131 ST,STANDARD,11/26/18,HIGH
WESTERN HERITAGE MUSEUM,801 S 10 ST,EXCELLENT,11/16/18,MEDIUM
WESTERN HILLS SCH CAFETERIA,6523 WESTERN AVE,SUPERIOR,8/20/18,HIGH
WESTGATE ELEM SCHOOL,7802 HASCALL ST,SUPERIOR,10/17/18,HIGH
WESTMINSTER COURT,7323 SHIRLEY ST,EXCELLENT,11/7/18,MEDIUM
Westridge Elementary,3100 No 206th ST - ELKHORN,SUPERIOR,10/5/18,HIGH
Westside High School,8700 Pacific St,SUPERIOR,9/11/18,HIGH
Westside Middle School,8601 Arbor St,SUPERIOR,10/12/18,HIGH
Westside Production Kitchen,7667 D ST,SUPERIOR,11/5/18,HIGH
Wheatfield's,1202 Howard ST,EXCELLENT,1/9/19,HIGH
Wheatfield's Eatery-Bakery,1224 S 103 ST,STANDARD,11/13/18,HIGH
WHICH WICH # 424,307 N 114 ST,STANDARD,7/26/18,MEDIUM
Whisk+Measure Specialty Bakery,2505 S 133rd PLZ,EXCELLENT,9/11/18,MEDIUM
WHITE HOUSE BAR & GRILL,7768 CASS,EXCELLENT,8/29/18,MEDIUM
White Oak Station #78,8242 Maple St,EXCELLENT,5/4/18,MEDIUM
White Oak Station #81,720 N 108th Ave,STANDARD,5/1/18,MEDIUM
Whole Foods Market,10020 Regency Cir,EXCELLENT,1/24/19,HIGH
Wicked Jo's,1904 Farnam #102,STANDARD,8/15/18,MEDIUM
WICKED RABBIT,1508 HARNEY ST,STANDARD,8/8/17,LOW
Wildwood Elementary,8071 RALSTON AVE,SUPERIOR,10/25/18,HIGH
Willa Cather Elementary,3030 S 139th Plz,SUPERIOR,9/20/18,HIGH
William Cody Elementary,3320 S 127th,SUPERIOR,9/24/18,HIGH
William J Bryan Elementary,5010 S 144th,SUPERIOR,8/15/18,HIGH
Williams-Sonoma #707,120 Regency Parkway #150,STANDARD,2/26/18,MEDIUM
WILLOWDALE ELEMENTARY SCHOOL,16901 P ST,SUPERIOR,8/16/18,HIGH
WILSON & WASHBURN,1407 HARNEY ST,EXCELLENT,11/14/18,HIGH
WILSON FOCUS SCHOOL,5141 F ST,SUPERIOR,11/5/18,HIGH
Winchell's Donut Franchise #9571,2905 S 120th ST,EXCELLENT,8/20/18,MEDIUM
Winchester Bar & Grill,7002 Q St,STANDARD,1/8/19,HIGH
WINE 121,12100 W CENTER RD STE 905,STANDARD,11/7/17,LOW
WINE STYLES,1006 S 74 PLZ,EXCELLENT,6/15/18,MEDIUM
WINERY/DELI AT THE WINERY,741 N 98 ST,EXCELLENT,1/2/19,MEDIUM
Wingstop,1110 S 71st,STANDARD,8/13/18,HIGH
Wingstop,11983 Blondo ST,EXCELLENT,1/25/19,HIGH
WINNERS LOUNGE,5413 S 72 ST,STANDARD,11/15/18,LOW
WOHLNERS GROCERY AT MIDTOWN,3253 DODGE ST,STANDARD,9/11/18,HIGH
WONG'S HUNAN GARDEN,5050 S 108 ST,EXCELLENT,11/5/18,HIGH
Ya Hala Mediterranean,5092 S 136th St,STANDARD,8/3/18,HIGH
Yamato Sushi,7429 Pacific St,STANDARD,11/1/18,HIGH
Yo Yo Berri,6610 S 168th ST,EXCELLENT,4/12/18,MEDIUM
Yoshi - Ya Ramen,10000 California St SFC01,EXCELLENT,7/25/18,HIGH
Yoshitomo,6009 Maple St,EXCELLENT,10/12/18,HIGH
YUM ROLL,10000 CALIFORNIA SFC 01,EXCELLENT,7/25/18,HIGH
Zamora Market Inc.,4901 S 24th ST,STANDARD,11/14/18,MEDIUM
Zamora Market  Inc. ,4907 S 24th St,STANDARD,4/27/18,MEDIUM
